Time            Diameter        States Found    Distinct States Queue Size      
2:13:04         20              59169793        20520079        12444808        
2:14:04         20              59559842        20642283        12512057        
2:15:04         20              59951137        20765051        12576944        
2:16:04         20              60335262        20904817        12659436        
2:17:04         20              60764097        21056058        12743261        
2:18:04         20              61191603        21203851        12828796        
2:19:04         20              61628753        21345336        12905904        
2:20:04         20              62040583        21494658        12999497        
2:21:04         20              62467997        21638828        13086866        
2:22:04         20              62907810        21770362        13160106        
2:23:04         20              63343051        21907423        13234117        
2:24:04         20              63759457        22048305        13318561        
2:25:04         20              64158444        22192221        13416594        
2:26:04         20              64536761        22316717        13495364        
2:27:04         20              64934611        22433589        13562499        
2:28:04         20              65306496        22554433        13636145        
2:29:04         20              65687732        22681803        13716161        
2:30:04         20              66073560        22814543        13799823        
2:31:04         20              66448894        22950060        13891874        
2:32:04         20              66833626        23078931        13975320        
2:33:04         20              67231745        23211779        14059760        
2:34:04         20              67619359        23337127        14139416        
2:35:04         20              68016373        23459885        14213737        
2:36:04         20              68409582        23588125        14292857        
2:37:04         20              68786325        23714542        14373941        
2:38:04         20              69165186        23834202        14448147        
2:39:04         20              69535274        23960737        14526398        
2:40:04         20              69927127        24094020        14606858        
2:41:04         20              70307770        24220876        14684934        
2:42:04         20              70685909        24349100        14762004        
2:43:04         20              71067867        24474067        14838522        
2:44:04         20              71447494        24596968        14911446        
2:45:04         20              71829237        24717068        14982855        
2:46:04         20              72207582        24836696        15055950        
2:47:04         20              72607945        24955691        15124627        
2:48:04         20              73002322        25075231        15193840        
2:49:04         20              73387238        25198887        15266262        
2:50:04         20              73760868        25320560        15340871        
2:51:04         20              74143212        25443932        15413995        
2:52:04         20              74513863        25557984        15477570        
2:53:04         20              74884433        25679219        15549037        
2:54:04         20              75237087        25795947        15618311        
2:55:04         20              75632544        25916472        15683957        
2:56:04         20              76048361        26049917        15761063        
2:57:04         20              76448049        26194088        15851979        
2:58:04         20              76863257        26324434        15924761        
2:59:04         20              77279565        26458422        15999504        
3:00:04         20              77698782        26589627        16070613        
3:01:04         20              78115898        26713137        16137492        
3:02:04         20              78536399        26834122        16201016        
3:03:04         20              78964097        26954592        16264557        
3:04:04         20              79403919        27081665        16329992        
3:05:04         20              79845986        27215549        16400573        
3:06:04         20              80275522        27343370        16466690        
3:07:04         20              80698422        27466764        16528558        
3:08:04         20              81112359        27581695        16589098        
3:09:04         20              81567593        27712800        16661370        
3:10:04         20              82013724        27841624        16726710        
3:11:04         20              82458667        27986362        16808223        
3:12:04         20              82895252        28121012        16880961        
3:13:04         20              83341622        28256026        16951984        
3:14:04         20              83795206        28387418        17013748        
3:15:04         20              84243819        28514394        17069426        
3:16:04         20              84678809        28639237        17130158        
3:17:04         20              85084952        28777923        17212222        
3:18:04         20              85475436        28914563        17297911        
3:19:04         20              85898181        29036789        17358953        
3:20:04         20              86332028        29165037        17421005        
3:21:04         20              86747213        29288814        17481057        
3:22:04         20              87146355        29432804        17571197        
3:23:04         20              87546807        29573999        17658108        
3:24:04         20              87966811        29701475        17724213        
3:25:04         20              88395428        29832473        17790269        
3:26:04         20              88827063        29966341        17858745        
3:27:04         20              89268410        30109799        17933540        
3:28:04         20              89696420        30256610        18018142        
3:29:04         20              90111213        30412579        18124353        
3:30:05         20              90518426        30566498        18231412        
3:31:05         20              90933957        30718256        18334772        
3:32:05         20              91354901        30864708        18432262        
3:33:05         20              91782324        31010836        18526634        
3:34:05         20              92203921        31151414        18617319        
3:35:05         20              92634428        31286819        18698920        
3:36:05         20              93058520        31419415        18773062        
3:37:05         20              93474848        31562679        18860468        
3:38:05         20              93882928        31715576        18963987        
3:39:05         20              94294922        31857965        19053964        
3:40:05         20              94721243        32001427        19138223        
3:41:05         20              95141910        32142712        19224147        
3:42:05         20              95566272        32286764        19314925        
3:43:05         20              96008367        32420254        19377517        
3:44:05         20              96443734        32549009        19427645        
3:45:05         20              96880191        32676167        19472771        
3:46:05         20              97321151        32810717        19514187        
3:47:05         20              97767483        32938264        19552286        
3:48:05         21              98221514        33076343        19602097        
3:49:05         21              98676633        33211960        19647691        
3:50:05         21              99086146        33355076        19729531        
3:51:05         21              99512020        33495590        19808538        
3:52:05         21              99931314        33622238        19866718        
3:53:05         21              100346805       33761293        19941224        
3:54:05         21              100737543       33900411        20029696        
3:55:05         21              101134156       34028938        20107610        
3:56:05         21              101547511       34156113        20178520        
3:57:05         21              101963655       34290431        20252853        
3:58:05         21              102368859       34421640        20328263        
3:59:05         21              102779150       34561626        20407451        
4:00:05         21              103202071       34703727        20479602        
4:01:05         21              103635791       34856830        20562235        
4:02:05         21              104066297       35010168        20646674        
4:03:05         21              104500638       35150108        20719335        
4:04:05         21              104922864       35287765        20792500        
4:05:05         21              105335938       35417915        20861487        
4:06:05         21              105775895       35558615        20932352        
4:07:05         21              106206301       35705936        21021212        
4:08:05         21              106645119       35844148        21098143        
4:09:05         21              107090268       35979594        21170900        
4:10:05         21              107538549       36116320        21243992        
4:11:05         21              107985812       36238781        21297964        
4:12:05         21              108388971       36376750        21379833        
4:13:05         21              108786742       36520814        21476245        
4:14:05         21              109184012       36650416        21557957        
4:15:05         21              109581029       36778894        21638901        
4:16:05         21              109974631       36909446        21722654        
4:17:05         21              110384608       37033386        21795225        
4:18:05         21              110801483       37174396        21882471        
4:19:05         21              111214852       37305627        21958416        
4:20:05         21              111633090       37435464        22028233        
4:21:05         21              112048588       37565644        22102020        
4:22:05         21              112418734       37694124        22184068        
4:23:05         21              112811099       37820034        22259219        
4:24:05         21              113221916       37947554        22332703        
4:25:05         21              113644503       38079937        22410384        
4:26:05         21              114045419       38199944        22480687        
4:27:05         21              114453155       38316658        22546294        
4:28:05         21              114857327       38439096        22618773        
4:29:05         21              115271312       38559366        22687524        
4:30:05         21              115684004       38680459        22756613        
4:31:05         21              116095933       38810564        22833947        
4:32:05         21              116514175       38927806        22896240        
4:33:05         21              116928536       39055381        22970746        
4:34:05         21              117328899       39187580        23055705        
4:35:05         21              117741186       39316325        23132134        
4:36:05         21              118146967       39440234        23205640        
4:37:05         21              118544246       39565407        23284831        
4:38:05         21              118947956       39694839        23365690        
4:39:05         21              119385958       39836016        23446466        
4:40:05         21              119805762       39964804        23519483        
4:41:05         21              120203436       40084117        23588739        
4:42:05         21              120617947       40227837        23680478        
4:43:05         21              121045491       40366092        23762249        
4:44:05         21              121473921       40501542        23841044        
4:45:05         21              121900739       40636895        23920642        
4:46:05         21              122345264       40763817        23985167        
4:47:05         21              122769432       40892834        24052045        
4:48:05         21              123181196       41059344        24164856        
4:49:05         21              123600655       41213116        24262248        
4:50:05         21              124032185       41368156        24358234        
4:51:05         21              124461540       41507551        24439539        
4:52:05         21              124882663       41629197        24500577        
4:53:05         21              125303570       41761396        24568553        
4:54:05         21              125721489       41882395        24629259        
4:55:05         21              126125966       42000484        24692215        
4:56:05         21              126504181       42129066        24775761        
4:57:05         21              126885289       42255248        24853902        
4:58:05         21              127268200       42375897        24925519        
4:59:05         21              127635693       42495514        24995516        
5:00:05         21              128025096       42625630        25079246        
5:01:05         21              128414771       42752646        25159780        
5:02:05         21              128803460       42879740        25239903        
5:03:05         21              129200847       43005707        25317495        
5:04:05         21              129599343       43119095        25382838        
5:05:05         21              130006306       43262038        25472831        
5:06:05         21              130419718       43397625        25554315        
5:07:05         21              130841157       43534809        25634203        
5:08:05         21              131251354       43655606        25703414        
5:09:05         21              131675761       43787298        25779474        
5:10:05         21              132098215       43910992        25848305        
5:11:05         21              132506805       44032176        25917833        
5:12:05         21              132922092       44142663        25976843        
5:13:05         21              133336385       44255285        26038040        
5:14:05         21              133744229       44361746        26092376        
5:15:05         21              134151176       44474079        26151008        
5:16:05         21              134574917       44580596        26201754        
5:17:05         21              134992051       44684567        26252271        
5:18:05         21              135403011       44802138        26312173        
5:19:05         21              135818545       44928193        26375236        
5:20:05         21              136185722       45051084        26446476        
5:21:05         21              136583451       45176820        26515088        
5:22:05         21              136969958       45306526        26589615        
5:23:05         21              137359052       45437334        26665289        
5:24:05         21              137746330       45576126        26749898        
5:25:05         21              138128682       45707556        26828643        
5:26:05         21              138521576       45831009        26896000        
5:27:05         21              138914751       45965237        26972710        
5:28:05         21              139309178       46098962        27048371        
5:29:05         21              139708941       46224457        27114226        
5:30:05         21              140109994       46350193        27179954        
5:31:05         21              140514735       46479179        27247284        
5:32:05         21              140923938       46616146        27320655        
5:33:05         21              141322098       46751972        27403193        
5:34:05         21              141739114       46894794        27489999        
5:35:05         21              142164044       47023887        27559819        
5:36:05         21              142566944       47144334        27623454        
5:37:05         21              142974253       47287377        27704699        
5:38:05         21              143369513       47422356        27780820        
5:39:07         21              143753161       47538527        27841165        
5:40:07         21              144144988       47657834        27904387        
5:41:07         21              144543460       47784529        27971005        
5:42:07         21              144946122       47914284        28039377        
5:43:07         21              145333812       48042431        28111058        
5:44:07         21              145721228       48175180        28189653        
5:45:07         21              146114548       48310840        28270846        
5:46:07         21              146511381       48440388        28346091        
5:47:07         21              146926603       48575482        28422872        
5:48:07         21              147350891       48707553        28493820        
5:49:07         21              147766129       48834172        28561076        
5:50:07         21              148177032       48954045        28623528        
5:51:07         21              148597006       49076948        28687210        
5:52:07         21              149018984       49200619        28747060        
5:53:07         21              149423784       49320054        28808241        
5:54:07         21              149823375       49430407        28861955        
5:55:07         21              150234551       49556502        28926741        
5:56:07         21              150649322       49673262        28980878        
5:57:07         21              151079110       49812790        29051811        
5:58:07         21              151478820       49952853        29128895        
5:59:07         21              151878755       50085781        29200912        
6:00:07         21              152267669       50210934        29265993        
6:01:07         21              152701182       50357764        29338112        
6:02:07         21              153119400       50498882        29410459        
6:03:07         21              153527071       50629952        29478951        
6:04:07         21              153911388       50761921        29562737        
6:05:07         21              154323954       50885112        29627118        
6:06:07         21              154739400       51012285        29690264        
6:07:07         21              155153929       51141149        29751929        
6:08:07         21              155530846       51277901        29842459        
6:09:07         21              155914583       51414267        29932845        
6:10:07         21              156315942       51543795        30007582        
6:11:07         21              156718386       51665869        30077012        
6:12:07         21              157132650       51793382        30148075        
6:13:07         21              157541986       51912092        30211928        
6:14:07         21              157957474       52026075        30271594        
6:15:07         21              158368559       52155721        30343316        
6:16:07         21              158782663       52276602        30404397        
6:17:07         21              159193229       52404298        30470786        
6:18:07         21              159613829       52528123        30533880        
6:19:07         21              160012390       52669886        30624407        
6:20:07         21              160404545       52805028        30712762        
6:21:09         21              160775966       52929782        30794983        
6:22:09         21              161173554       53059288        30877378        
6:23:09         21              161570743       53186531        30956958        
6:24:09         21              161977291       53304692        31025421        
6:25:09         21              162393770       53429447        31096656        
6:26:09         21              162821035       53552410        31164906        
6:27:09         21              163228728       53665380        31225758        
6:28:09         21              163607820       53788382        31303861        
6:29:09         21              164007865       53912920        31375492        
6:30:09         21              164419417       54037597        31448437        
6:31:09         21              164816359       54167243        31526536        
6:32:09         21              165212583       54290783        31603017        
6:33:09         21              165615001       54422370        31680456        
6:34:09         21              166011509       54553411        31762229        
6:35:09         21              166412213       54686889        31846974        
6:36:09         21              166808396       54818618        31930497        
6:37:09         21              167196973       54942808        32009292        
6:38:09         21              167593189       55064283        32083586        
6:39:09         21              167993259       55185104        32155909        
6:40:09         21              168398087       55313666        32234662        
6:41:09         21              168805920       55445214        32315661        
6:42:09         21              169220622       55569396        32387691        
6:43:09         21              169627811       55691007        32458946        
6:44:09         21              170027759       55810074        32529989        
6:45:09         21              170419255       55931641        32603699        
6:46:09         21              170826042       56042533        32665334        
6:47:09         21              171250375       56168913        32736713        
6:48:09         21              171667479       56297455        32812047        
6:49:09         21              172076823       56417700        32878748        
6:50:09         21              172483457       56541918        32950387        
6:51:09         21              172882526       56670177        33028432        
6:52:09         21              173271652       56790940        33101123        
6:53:09         21              173672340       56905718        33165877        
6:54:09         21              174065232       57022267        33232474        
6:55:09         21              174467021       57142299        33303741        
6:56:09         21              174867626       57260784        33371849        
6:57:09         21              175280487       57392308        33444353        
6:58:09         21              175670973       57517085        33512474        
6:59:09         21              176037065       57631482        33576596        
7:00:09         21              176408241       57746793        33640781        
7:01:09         21              176784665       57863068        33707927        
7:02:09         21              177147086       57972910        33769702        
7:03:09         21              177525448       58087765        33830273        
7:04:09         21              177880041       58199145        33891462        
7:05:09         21              178256039       58314342        33956949        
7:06:09         21              178654328       58433200        34024690        
7:07:09         21              179044799       58550851        34090965        
7:08:09         21              179414413       58666891        34155730        
7:09:09         21              179711983       58758088        34206008        
7:10:09         21              179985659       58841612        34253172        
7:11:09         21              180288374       58931705        34302152        
7:12:09         21              180657115       59036715        34356467        
7:13:09         21              181050474       59150036        34421487        
7:14:09         21              181435485       59265486        34488177        
7:15:09         21              181839081       59382895        34554319        
7:16:09         21              182249963       59499945        34619244        
7:17:09         21              182671199       59619100        34684257        
7:18:09         21              183088214       59729968        34737584        
7:19:09         21              183499201       59844056        34798084        
7:20:09         21              183910753       59963479        34861549        
7:21:09         21              184302586       60083304        34929318        
7:22:09         21              184704328       60205496        34994081        
7:23:09         21              185089673       60319737        35058689        
7:24:09         21              185480818       60435102        35123081        
7:25:09         21              185872773       60544550        35180090        
7:26:09         21              186249741       60657087        35240688        
7:27:09         21              186644423       60771587        35300509        
7:28:09         21              187024058       60886677        35364390        
7:29:09         21              187425888       60999972        35418043        
7:30:09         21              187815705       61120793        35484437        
7:31:09         21              188203604       61238190        35548554        
7:32:09         21              188591998       61359265        35614708        
7:33:09         21              188974834       61478513        35680593        
7:34:09         21              189383017       61594727        35738841        
7:35:09         21              189787910       61712361        35798067        
7:36:09         21              190183136       61822843        35854084        
7:37:09         21              190571649       61945474        35920438        
7:38:09         21              190911286       62065776        35994083        
7:39:09         21              191252805       62182445        36063835        
7:40:09         21              191591210       62295927        36131980        
7:41:09         21              191941753       62403610        36191138        
7:42:09         21              192282823       62504945        36245224        
7:43:09         21              192642093       62612497        36299209        
7:44:09         21              192999829       62717892        36351007        
7:45:09         21              193355129       62821858        36402455        
7:46:09         21              193701103       62924775        36454842        
7:47:09         21              194063913       63031746        36505468        
7:48:09         21              194412959       63133049        36557271        
7:49:09         21              194773504       63238863        36612520        
7:50:09         21              195046951       63315772        36651347        
7:51:09         21              195312902       63389749        36686985        
7:52:09         21              195599606       63470376        36728511        
7:53:09         21              195931825       63559983        36770405        
7:54:09         21              196290864       63655298        36816661        
7:55:09         21              196658236       63750605        36863891        
7:56:09         21              197025746       63852531        36913831        
7:57:09         21              197395711       63952178        36959383        
7:58:09         21              197775236       64053408        37004849        
7:59:09         21              198148026       64161827        37059153        
8:00:09         21              198523171       64270004        37112047        
8:01:09         21              198915331       64377642        37160997        
8:02:09         21              199289470       64481994        37210327        
8:03:09         21              199650787       64583735        37257386        
8:04:09         21              200022499       64685531        37300792        
8:05:09         21              200381934       64781468        37343023        
8:06:09         21              200740541       64876400        37385746        
8:07:09         21              201092218       64968606        37432000        
8:08:09         21              201468007       65072060        37484447        
8:09:09         21              201870004       65189625        37548516        
8:10:09         21              202307728       65300583        37601074        
8:11:09         21              202740724       65415786        37652120        
8:12:09         21              203164126       65544031        37719440        
8:13:09         21              203589117       65680057        37795473        
8:14:09         21              204013677       65810892        37866394        
8:15:09         21              204436680       65930346        37921526        
8:16:09         21              204850620       66052187        37982486        
8:17:09         21              205265603       66181996        38052180        
8:18:09         21              205683690       66314611        38124523        
8:19:09         21              206117560       66420687        38164952        
8:20:09         21              206560942       66543685        38215809        
8:21:09         21              206980735       66660093        38267006        
8:22:09         21              207408923       66774714        38310389        
8:23:09         21              207820351       66887806        38358707        
8:24:09         21              208228812       66998034        38408079        
8:25:09         21              208653130       67108890        38450396        
8:26:09         21              209039541       67239067        38525113        
8:27:09         21              209414830       67359555        38594415        
8:28:09         21              209792705       67481028        38664307        
8:29:09         21              210172243       67606235        38737808        
8:30:09         21              210539063       67728846        38812507        
8:31:09         21              210937684       67839400        38863647        
8:32:09         21              211343499       67948546        38912611        
8:33:09         21              211736704       68056966        38959842        
8:34:09         21              212148376       68170889        39008754        
8:35:09         21              212565438       68275949        39047477        
8:36:09         21              212970215       68406149        39113665        
8:37:09         21              213356175       68529143        39182602        
8:38:09         21              213741136       68660161        39257948        
8:39:09         21              214107951       68782076        39330509        
8:40:09         21              214493082       68905988        39399583        
8:41:09         21              214866006       69029158        39472796        
8:42:09         21              215272589       69142851        39524215        
8:43:09         21              215663326       69259007        39582784        
8:44:09         21              216061986       69371272        39635209        
8:45:09         21              216478443       69494614        39691519        
8:46:09         21              216889220       69610609        39744158        
8:47:09         21              217300898       69731888        39800187        
8:48:09         21              217711627       69866167        39872751        
8:49:09         21              218134112       69988125        39923840        
8:50:09         21              218563179       70132951        40000118        
8:51:09         21              218974067       70262055        40064672        
8:52:09         21              219368361       70402768        40156533        
8:53:09         21              219762540       70544336        40250126        
8:54:09         21              220155200       70686172        40344223        
8:55:09         21              220551739       70825769        40435502        
8:56:09         21              220945175       70965830        40528376        
8:57:09         21              221332417       71106577        40623775        
8:58:09         21              221719773       71244257        40716877        
8:59:09         21              222097822       71371645        40798662        
9:00:09         21              222487046       71505066        40886977        
9:01:09         21              222880166       71639264        40975119        
9:02:09         21              223288592       71778686        41063945        
9:03:09         21              223690675       71910776        41147183        
9:04:09         21              224092265       72043156        41231358        
9:05:09         21              224491071       72170058        41311209        
9:06:09         21              224891881       72298450        41391343        
9:07:09         21              225298321       72429173        41471694        
9:08:09         21              225710960       72561734        41552414        
9:09:09         21              226115684       72693377        41635156        
9:10:09         21              226516726       72818136        41711034        
9:11:09         21              226915474       72938274        41783578        
9:12:09         21              227322492       73065327        41861913        
9:13:09         21              227730090       73181475        41926303        
9:14:09         21              228151546       73308585        41995424        
9:15:09         21              228562291       73429107        42058498        
9:16:09         21              228984641       73551055        42124973        
9:17:09         21              229389864       73674473        42188805        
9:18:09         21              229778395       73814475        42282269        
9:19:09         21              230173249       73960198        42380114        
9:20:09         21              230561312       74102729        42476505        
9:21:09         21              230955277       74242119        42569176        
9:22:09         21              231353320       74377795        42655632        
9:23:09         21              231758791       74510718        42737589        
9:24:09         21              232146754       74640442        42818470        
9:25:09         21              232544459       74773128        42902222        
9:26:09         21              232958380       74914579        42990290        
9:27:09         21              233342546       75038866        43061491        
9:28:09         21              233741074       75167369        43136411        
9:29:09         21              234151100       75296382        43211748        
9:30:09         21              234555879       75431207        43294234        
9:31:09         21              234958250       75572969        43386923        
9:32:09         21              235366386       75704879        43467872        
9:33:09         21              235775434       75827248        43537608        
9:34:09         21              236195434       75954589        43610021        
9:35:09         21              236615731       76068209        43648795        
9:36:09         21              237027851       76181202        43687106        
9:37:09         21              237444112       76297980        43725167        
9:38:09         21              237859966       76409386        43754781        
9:39:09         21              238278554       76525744        43778123        
9:40:09         21              238698116       76641912        43801592        
9:41:09         21              239118512       76753461        43827750        
9:42:09         22              239550651       76861914        43846377        
9:43:09         22              239987565       76997012        43891342        
9:44:09         22              240420572       77111700        43913880        
9:45:09         22              240855249       77250167        43978538        
9:46:09         22              241249217       77382373        44055602        
9:47:09         22              241649118       77517828        44135338        
9:48:09         22              242052748       77644525        44203786        
9:49:09         22              242460840       77764048        44261608        
9:50:09         22              242859443       77878536        44309011        
9:51:09         22              243262472       77996099        44357723        
9:52:09         22              243646291       78109298        44407683        
9:53:09         22              244029428       78240468        44483292        
9:54:09         22              244411870       78372384        44560600        
9:55:09         22              244792695       78491209        44629977        
9:56:09         22              245153898       78614490        44709972        
9:57:09         22              245530061       78730161        44778706        
9:58:09         22              245907550       78843841        44842431        
9:59:09         22              246303666       78961168        44906167        
10:00:10        22              246693893       79075070        44966244        
10:01:10        22              247084245       79188485        45026855        
10:02:10        22              247480198       79309549        45089271        
10:03:10        22              247875464       79430278        45152889        
10:04:10        22              248272025       79554014        45215202        
10:05:10        22              248654953       79665996        45277741        
10:06:10        22              249035963       79789249        45348050        
10:07:10        22              249421866       79900672        45407327        
10:08:10        22              249815397       80041406        45481492        
10:09:10        22              250211209       80173012        45546479        
10:10:10        22              250620998       80299210        45600093        
10:11:10        22              251035408       80441811        45673590        
10:12:10        22              251455842       80579474        45739891        
10:13:10        22              251858280       80712581        45803869        
10:14:10        22              252266396       80853827        45878299        
10:15:10        22              252701799       80983245        45935980        
10:16:10        22              253101378       81109241        46000048        
10:17:10        22              253514140       81234800        46059606        
10:18:10        22              253912162       81367360        46133317        
10:19:10        22              254319334       81485248        46189105        
10:20:10        22              254708889       81603267        46248826        
10:21:10        22              255125620       81714304        46295943        
10:22:10        22              255544099       81837708        46352205        
10:23:10        22              255963674       81971878        46419043        
10:24:10        22              256370074       82103679        46494890        
10:25:10        22              256783463       82236770        46568698        
10:26:10        22              257196553       82363805        46638396        
10:27:10        22              257617900       82486447        46699419        
10:28:10        22              258036390       82609020        46761989        
10:29:10        22              258456796       82726989        46820624        
10:30:10        22              258886771       82846822        46876576        
10:31:10        22              259315138       82965611        46932519        
10:32:10        22              259741076       83079819        46983833        
10:33:10        22              260164864       83186939        47027503        
10:34:10        22              260595893       83290353        47061096        
10:35:10        22              260991595       83410182        47116699        
10:36:10        22              261364065       83534573        47195982        
10:37:10        22              261746418       83664004        47277235        
10:38:10        22              262124490       83789564        47356989        
10:39:10        22              262505471       83918790        47439265        
10:40:10        22              262886291       84043482        47517188        
10:41:10        22              263262654       84158784        47587001        
10:42:10        22              263642871       84268718        47649663        
10:43:10        22              264020614       84384346        47719242        
10:44:10        22              264398608       84491913        47781664        
10:45:10        22              264785002       84606010        47847012        
10:46:10        22              265153594       84725103        47921920        
10:47:10        22              265524851       84837490        47989590        
10:48:10        22              265906934       84952862        48058024        
10:49:10        22              266297433       85065268        48121628        
10:50:10        22              266666906       85168925        48178452        
10:51:10        22              267060835       85282849        48241205        
10:52:10        22              267461933       85407410        48313097        
10:53:10        22              267863311       85530219        48381159        
10:54:10        22              268258688       85645100        48443716        
10:55:10        22              268649204       85757749        48506574        
10:56:10        22              269046977       85875203        48568210        
10:57:10        22              269450054       85987290        48620655        
10:58:10        22              269848467       86105447        48681173        
10:59:10        22              270239599       86226032        48749003        
11:00:10        22              270637632       86339479        48810357        
11:01:10        22              271028430       86450464        48865623        
11:02:10        22              271392114       86574652        48947542        
11:03:10        22              271762616       86697483        49025137        
